Category,Function,Line Number,File Path,Solidity File Name,Line Content
SWC-105-Unprotected Ether Withdrawal,claimTheInvestments,L149 - L154,DAppSCAN-source/contracts/Hacken-Ground Zero/code/IDO.sol,IDO.sol,"function claimTheInvestments(IERC20 token, uint256 amount) external onlyOwner {"
SWC-104-Unchecked Call Return Value,claimTheInvestments,L153,DAppSCAN-source/contracts/Hacken-Ground Zero/code/IDO.sol,IDO.sol,"token.transfer(msg.sender, amount);"
SWC-100-Function Default Visibility,sortTokens,L49-53,DAppSCAN-source/contracts/Hacken-Hedgey Finance-V1/treasury_pools_core-7eb9dc8de364a1ab3b53ba0ad3194f380c03e94b/HedgeyAnySwap.sol,HedgeyAnySwap.sol,"function sortTokens(address tokenA, address tokenB) internal view returns (address token0, address token1) {"
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/CeloFuturesNFT.sol,CeloFuturesNFT.sol,pragma solidity 0.8.7;
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/CeloHedgeyOTC.sol,CeloHedgeyOTC.sol,pragma solidity 0.8.7;
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/FuturesNFT.sol,FuturesNFT.sol,pragma solidity 0.8.7;
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/HedgeyOTC.sol,HedgeyOTC.sol,pragma solidity 0.8.7;
SWC-128-DoS With Block Gas Limit,distributeRewards,L32-34,DAppSCAN-source/contracts/Hacken-Hyksos/hyksos-contracts-audit/HyksosBase.sol,HyksosBase.sol,"function distributeRewards(uint256 _id, uint256 _reward, uint256 _nftWorkValue) internal {"
SWC-104-Unchecked Call Return Value,payErc20,L35-37,DAppSCAN-source/contracts/Hacken-Hyksos/hyksos-contracts-audit/HyksosCyberkongz.sol,HyksosCyberkongz.sol,"function payErc20(address _receiver, uint256 _amount) internal override {"
SWC-104-Unchecked Call Return Value,depositErc20,L39-46,DAppSCAN-source/contracts/Hacken-Hyksos/hyksos-contracts-audit/HyksosCyberkongz.sol,HyksosCyberkongz.sol,function depositErc20(uint256 _amount) external override {
SWC-104-Unchecked Call Return Value,withdrawErc20,L48-54,DAppSCAN-source/contracts/Hacken-Hyksos/hyksos-contracts-audit/HyksosCyberkongz.sol,HyksosCyberkongz.sol,function withdrawErc20(uint256 _amount) external override {
SWC-100-Function Default Visibility,setSignerPublicKey,L42,DAppSCAN-source/contracts/Hacken-Kingdom Raids/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/contracts/Summon.sol,Summon.sol,function setSignerPublicKey(address newSignerPublicKey) public onlyOwner {
SWC-100-Function Default Visibility,setAcceptedToken,L53,DAppSCAN-source/contracts/Hacken-Kingdom Raids/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/contracts/Summon.sol,Summon.sol,function setAcceptedToken(address newAcceptedTokenAddress)
SWC-100-Function Default Visibility,setHeroSmartContractAddress,L67,DAppSCAN-source/contracts/Hacken-Kingdom Raids/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/contracts/Summon.sol,Summon.sol,public
SWC-100-Function Default Visibility,setFee,L79,DAppSCAN-source/contracts/Hacken-Kingdom Raids/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/contracts/Summon.sol,Summon.sol,function setFee(uint256 newFee) public onlyOwner {
SWC-100-Function Default Visibility,setSupplyLimit,L42,DAppSCAN-source/contracts/Hacken-Kingdom Raids/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/kr-nft-6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af/contracts/Hero/Hero.sol,Hero.sol,function setSupplyLimit(uint256 _newLimit) public onlyOwner {
SWC-126-Insufficient Gas Griefing,handleProposalCancellation,L66-79,DAppSCAN-source/contracts/Hacken-Kyber Network-V1/dao_sc-616906abeed505f8d29186e147eb6736a914f49a/EpochVotingPowerStrategy.sol,EpochVotingPowerStrategy.sol,function handleProposalCancellation(uint256 proposalId) external override onlyGovernance {
SWC-128-DoS With Block Gas Limit,handleWithdrawal,L100-112,DAppSCAN-source/contracts/Hacken-Kyber Network-V1/dao_sc-616906abeed505f8d29186e147eb6736a914f49a/EpochVotingPowerStrategy.sol,EpochVotingPowerStrategy.sol,//  SWC-128-DoS With Block Gas Limit: L100-112
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Hacken-Kyte.One/kyte-core-contracts-d5685ad1298cafe91bed5d96f34496ec93c50b3c/TokenVesting.sol,TokenVesting.sol,pragma solidity ^0.8.0;
SWC-128-DoS With Block Gas Limit,getAllVestingScheduleForHolder,L286-302,DAppSCAN-source/contracts/Hacken-Kyte.One/kyte-core-contracts-d5685ad1298cafe91bed5d96f34496ec93c50b3c/TokenVesting.sol,TokenVesting.sol,function getAllVestingScheduleForHolder(address holder)
SWC-105-Unprotected Ether Withdrawal,burn,L131-140,DAppSCAN-source/contracts/Hacken-LunaFi/lunafi-smart-contracts-6ff9a601e9bc72326b8e89f69daaa3105ed6afb0/claimToken.sol,claimToken.sol,function burn( uint256 tokens) external  {
SWC-105-Unprotected Ether Withdrawal,mint,L144-156,DAppSCAN-source/contracts/Hacken-LunaFi/lunafi-smart-contracts-6ff9a601e9bc72326b8e89f69daaa3105ed6afb0/claimToken.sol,claimToken.sol,"function mint(address account, uint256 tokens) external onlyAdmin {"
SWC-108-State Variable Default Visibility,N/A,L21,DAppSCAN-source/contracts/Hacken-Mafagafo/mafa-contracts-14914a188ec2f9df7e8da8864c7cbfbec351eb47/contracts/Mafacoin.sol,Mafacoin.sol,address deadAddress = 0x000000000000000000000000000000000000dEaD;
SWC-108-State Variable Default Visibility,N/A,L40,DAppSCAN-source/contracts/Hacken-Mafagafo/mafa-contracts-14914a188ec2f9df7e8da8864c7cbfbec351eb47/contracts/Mafacoin.sol,Mafacoin.sol,mapping(address => bool) isBlacklisted;
SWC-116-Block values as a proxy for time,_canExecuteOrder,L86,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/MateCore.sol,MateCore.sol,"if (block.timestamp > order.expiration) return (false, ""Expired order"");"
SWC-116-Block values as a proxy for time,_executeOrder,L166,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/MateCore.sol,MateCore.sol,"require(block.timestamp <= order.expiration, ""Expired order"");"
SWC-116-Block values as a proxy for time,_executeOrder,L225,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/MateCore.sol,MateCore.sol,block.timestamp
SWC-116-Block values as a proxy for time,placeOrder,L76,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/OrderBook.sol,OrderBook.sol,"require(_expiration > block.timestamp, ""Invalid expiration timestamp""); // SWC-116-Block values as a proxy for time:L76"
SWC-116-Block values as a proxy for time,placeOrder,L105,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/OrderBook.sol,OrderBook.sol,order.createdAt = block.timestamp; // SWC-116-Block values as a proxy for time:L105
SWC-116-Block values as a proxy for time,cancelExpiredOrders,L145,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/OrderBook.sol,OrderBook.sol,if (order.expiration <= block.timestamp) {
SWC-116-Block values as a proxy for time,_swap,L38,DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/UniswapHandler.sol,UniswapHandler.sol,block.timestamp + 120
SWC-128-DoS With Block Gas Limit,createMultipleVesting,L322 - L329,DAppSCAN-source/contracts/Hacken-MetagamZ/MetagamZ-bbcc0341d584ddbfe46d0e9e5ae957a100158b6b/Vesting/Vesting.sol,Vesting.sol,for (uint256 i = 0; i < _receivers.length; i++) {
SWC-113-DoS with Failed Call,createMultipleVesting,L322 - L329,DAppSCAN-source/contracts/Hacken-MetagamZ/MetagamZ-bbcc0341d584ddbfe46d0e9e5ae957a100158b6b/Vesting/Vesting.sol,Vesting.sol,for (uint256 i = 0; i < _receivers.length; i++) {
SWC-128-DoS With Block Gas Limit,massUpdatePools,L1499,DAppSCAN-source/contracts/Hacken-Mozart Finance/MasterChef0x254C3233C162CDe86f1b7a91Ac801B780f79d40D/MasterChef0x254C3233C162CDe86f1b7a91Ac801B780f79d40D.sol,MasterChef0x254C3233C162CDe86f1b7a91Ac801B780f79d40D.sol,for (uint256 pid = 0; pid < length; ++pid) {
SWC-108-State Variable Default Visibility,N/A,L40-44,DAppSCAN-source/contracts/Hacken-Nasdex/NasDex-b575cab1663d4f5689c4650c42abb0d67adf879d/MasterChef.sol,MasterChef.sol,// The NSDX TOKEN!
SWC-101-Integer Overflow and Underflow,_swapsCall_internal,L156-178,DAppSCAN-source/contracts/Hacken-Nimbus-V2/nim-smartcontract-12a41a194f39670637d79ef2c5bcc6a70d617781/SwapsUser.sol,SwapsUser.sol,function _swapsCall_internal(
SWC-100-Function Default Visibility,renounceOwnership,L206 - L212,DAppSCAN-source/contracts/Hacken-Oracula/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,function renounceOwnership() public virtual onlyOwner {
SWC-100-Function Default Visibility,transferOwnership,L219 - L227,DAppSCAN-source/contracts/Hacken-Oracula/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,function transferOwnership(address newOwner) public virtual onlyOwner {
SWC-108-State Variable Default Visibility,N/A,L860 - L884,DAppSCAN-source/contracts/Hacken-Oracula/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d/Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d.sol,
SWC-100-Function Default Visibility,buildBalanceActions,L96,DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/Balancer.sol,Balancer.sol,function buildBalanceActions() public returns (IActionBuilder.ExchangeAction[] memory) {
SWC-100-Function Default Visibility,buildBalanceActions,L102,DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/Balancer.sol,Balancer.sol,"function buildBalanceActions(IERC20 withdrawToken, uint256 withdrawAmount)"
SWC-126-Insufficient Gas Griefing,swapETHForExactTokens,L351-389,DAppSCAN-source/contracts/Hacken-Pera Finance/peraplatform-main/TradeFarming.sol,TradeFarming.sol,function swapETHForExactTokens(
SWC-128-DoS With Block Gas Limit,massUpdatePools,L185,DAppSCAN-source/contracts/Hacken-PolkaBridge/PolkaBridge-DEX-21b662c48caf08242bfa01621bbbafc957e4ff31/farming/Contracts/PolkaBridgeFarm.sol,PolkaBridgeFarm.sol,for (uint256 pid = 0; pid < length; ++pid) {
SWC-107-Reentrancy,claimReward,L269-293,DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee/hardhat/contracts/PowerBombAvaxCurve.sol,PowerBombAvaxCurve.sol,function claimReward(address account) public virtual {
SWC-131-Presence of unused variables,N/A,uint public ibRewardTokenBaseAmt; // SWC-131-Presence of unused variables,DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee/hardhat/contracts/PowerBombOneCurve.sol,PowerBombOneCurve.sol,N/A
SWC-135-Code With No Effects,_harvest,L126,DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-de68879c3326452fa3fb8a87fdac3e91965f541c/hardhat/contracts/PowerBombFtmCurveGeist.sol,PowerBombFtmCurveGeist.sol,isDeposit; // To silence warning
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Hacken-QANplatform/qanx-token-ebf0352af6ccb8d991827a0fba3ac5cfe9ca6b70/QANX.sol,QANX.sol,pragma solidity ^0.8.0;
SWC-135-Code With No Effects,N/A,L10,DAppSCAN-source/contracts/Hacken-RedFox-V4/eth-bridge-contract-12b635b1a4425ee3cecd642b37423ddfadf8087b/ETHWAXBRIDGE.sol,ETHWAXBRIDGE.sol,"import ""./interfaces/ERC20Interface.sol"";"
SWC-135-Code With No Effects,N/A,"import ""./interfaces/ERC20Interface.sol""; // SWC-135-Code With No Effects",DAppSCAN-source/contracts/Hacken-RedFox-V5/eth-bridge-contract-f0486c5e158bd29bc6280bc3844f7d689d4b7b19/contracts/ETHWAXBRIDGE.sol,ETHWAXBRIDGE.sol,N/A
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Hacken-RedFox-V6/nft-factory-6a2464ffd5ef95cae612a05c36885b4814fffe34/RFOXFactoryStandard.sol,RFOXFactoryStandard.sol,pragma solidity ^0.8.0;
SWC-116-Block values as a proxy for time,startStaking,L58-L60,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,// SWC-116-Block values as a proxy for time:L58-L60
SWC-116-Block values as a proxy for time,deposit,L72,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,"endPeriod == 0 || endPeriod > block.timestamp,"
SWC-116-Block values as a proxy for time,deposit,L82,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,userStartTime[_msgSender()] = block.timestamp;
SWC-116-Block values as a proxy for time,withdraw,L99,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,"block.timestamp >= lockupPeriod,"
SWC-116-Block values as a proxy for time,withdrawResidualBalance,L125,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,"block.timestamp >= endPeriod + (365 * 1 days),"
SWC-116-Block values as a proxy for time,_percentageTimeRemaining,L214,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,if (endPeriod > block.timestamp) { // SWC-116-Block values as a proxy for time : L214
SWC-116-Block values as a proxy for time,_percentageTimeRemaining,L216-L217,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,uint timeRemaining = stakingDuration - // SWC-116-Block values as a proxy for time : L216-L217
SWC-116-Block values as a proxy for time,_updateRewards,L250-L252,DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,StakingPlatform.sol,userStartTime[_msgSender()] = (block.timestamp >= endPeriod) // SWC-116-Block values as a proxy for time : L250-L252
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Hacken-RichQUACK/code/Staking.sol,Staking.sol,pragma solidity 0.8.11;
SWC-135-Code With No Effects,N/A,L27,DAppSCAN-source/contracts/Hacken-RichQUACK/code/Staking.sol,Staking.sol,// SWC-135-Code With No Effects: L27
SWC-116-Block values as a proxy for time,startPool,L125,DAppSCAN-source/contracts/Hacken-RichQUACK/code/Staking.sol,Staking.sol,poolStartTime = block.timestamp;
SWC-116-Block values as a proxy for time,endPool,L134,DAppSCAN-source/contracts/Hacken-RichQUACK/code/Staking.sol,Staking.sol,poolEndTime = block.timestamp;
SWC-116-Block values as a proxy for time,deposit,L176,DAppSCAN-source/contracts/Hacken-RichQUACK/code/Staking.sol,Staking.sol,stake.enteredAt[lockUp] = block.timestamp;
SWC-116-Block values as a proxy for time,N/A,L77,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking.sol,uint32 private _rewardUpdatedAt = uint32(block.timestamp);
SWC-116-Block values as a proxy for time,lastTimeRewardActiveAt,L156,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking.sol,return rewardFinishedAt > block.timestamp ? block.timestamp : rewardFinishedAt;
SWC-116-Block values as a proxy for time,createPending,L251,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking.sol,"createdAt: uint32(block.timestamp),"
SWC-116-Block values as a proxy for time,getClaimablePendingPortion,L333,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking.sol,return (block.timestamp - pendingAmount.createdAt) / pendingAmount.pendingPeriod.period; // 0 1 2 3 4
SWC-116-Block values as a proxy for time,addReward,L408,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking.sol,if (block.timestamp > rewardFinishedAt) { // Reward duration finished
SWC-102-Outdated Compiler Version,N/A,L14,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,pragma solidity 0.6.9;
SWC-100-Function Default Visibility,init,L97,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,) public {
SWC-100-Function Default Visibility,transfer,L109,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,"function transfer(address to, uint256 amount) public returns (bool) {"
SWC-100-Function Default Visibility,balanceOf,L120,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,function balanceOf(address owner) public view returns (uint256 balance) {
SWC-100-Function Default Visibility,transferFrom,L125,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,function transferFrom(
SWC-100-Function Default Visibility,approve,L142,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,"function approve(address spender, uint256 amount) public returns (bool) {"
SWC-100-Function Default Visibility,allowance,L149,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20.sol,"function allowance(address owner, address spender) public view returns (uint256) {"
SWC-102-Outdated Compiler Version,N/A,L13,DAppSCAN-source/contracts/Hacken-Sekuritance/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6.sol,TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6.sol,pragma solidity ^0.5.0;
SWC-103-Floating Pragma,N/A,L12,DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol,SnapToken.sol,pragma solidity ^0.5.0;
SWC-102-Outdated Compiler Version,N/A,L12,DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol,SnapToken.sol,pragma solidity ^0.5.0;
SWC-103-Floating Pragma,N/A,L8,DAppSCAN-source/contracts/Hacken-SOAR-V1/code/SOAR.sol,SOAR.sol,pragma solidity ^0.6.2;
SWC-135-Code With No Effects,addLiquidity,L1144,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol,SpaceDogeCoin.sol,"function addLiquidity(uint256 tokenAmount, uint256 ethAmount) private {"
SWC-135-Code With No Effects,_tokenTransfer,L1172,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol,SpaceDogeCoin.sol,"_transferBothExcluded(sender, recipient, amount);"
SWC-113-DoS with Failed Call,playTournamentRound,L211,DAppSCAN-source/contracts/Hacken-Splash/splash-core-b38add0749f450a528197909005f6666cf609960/src/gameplay/PaidTournaments.sol,PaidTournaments.sol,for (uint256 i = 0; i < remainingMatches; i++) {
SWC-128-DoS With Block Gas Limit,batchTransfer,L20-21,DAppSCAN-source/contracts/Hacken-StudentCoin/stc-erc20-v2-412905ffa414c34b75fa4c52e5993318b2a5f067/STCERC20.sol,STCERC20.sol,for(uint256 i = 0; i < n; i++)
SWC-116-Block values as a proxy for time,adminWithdraw,L444,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,Staking.sol,"require(disabled || block.timestamp < end, ""not disabled, and not end of staking either"");"
SWC-116-Block values as a proxy for time,_checkpoint,L601,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,Staking.sol,stake.lastCheckpointAt = block.timestamp; // SWC-116-Block values as a proxy for time: L601
SWC-116-Block values as a proxy for time,_updateS,L650-L651,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,Staking.sol,"S = S + (calculateGlobalReward(SAt, block.timestamp)) / totalAdjustedShares;"
